,data_id,file_urls,files,liked,title,watched,dominant_color,palette,genre,year,country,director
713,380638,['https://a.ltrbxd.com/resized/film-poster/3/8/0/6/3/8/380638-big-little-lies-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/8/0/6/3/8/380638-big-little-lies-0-150-0-225-crop.jpg', 'path': 'full/3ff8a6f281321cbe72bf6cb75e8317d173644019.jpg', 'checksum': 'bd57579fe6fb6c9703c23bfdd8fbeda2'}]",6100.0,Big Little Lies,16000.0,"(167, 180, 173)","[(171, 186, 178), (70, 61, 49), (146, 91, 91), (229, 209, 196), (143, 116, 84), (144, 133, 134)]","['comedy', 'crime', 'drama']",2017,USA,Jean-Marc Vallée
715,335809,['https://a.ltrbxd.com/resized/sm/upload/mw/tv/v8/rb/pkdxhdB3dRUqazqoy9lzUvhayjc-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/mw/tv/v8/rb/pkdxhdB3dRUqazqoy9lzUvhayjc-0-150-0-225-crop.jpg', 'path': 'full/76bfb84be56b9e9d993fa3673e127876c537a0fc.jpg', 'checksum': 'abc233d7d5e1433c9847ccba5e2d6e0c'}]",2200.0,To the Bone,16000.0,"(176, 174, 169)","[(173, 172, 166), (221, 221, 220), (106, 94, 89), (213, 212, 203), (116, 102, 113), (116, 116, 108)]",['drama'],2017,USA,Marti Noxon
716,20093,['https://a.ltrbxd.com/resized/sm/upload/3g/yj/27/0z/wRYZdWGCcC7ttY7MFNbIKpR3pnn-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/3g/yj/27/0z/wRYZdWGCcC7ttY7MFNbIKpR3pnn-0-150-0-225-crop.jpg', 'path': 'full/dbe65bc81da64dec467b959ecbf0c985cca0d5de.jpg', 'checksum': '0a6026c39a3a0825af53da19099f38af'}]",4300.0,Super,24000.0,"(194, 49, 49)","[(36, 25, 18), (193, 41, 44), (237, 216, 150), (123, 61, 48), (194, 126, 97), (158, 148, 156)]","['action', 'comedy', 'drama']",2010,USA,James Gunn
718,34396,['https://a.ltrbxd.com/resized/sm/upload/it/c4/ci/lz/v2BgmcQkl6Y0rosbMJPlQNKx8H0-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/it/c4/ci/lz/v2BgmcQkl6Y0rosbMJPlQNKx8H0-0-150-0-225-crop.jpg', 'path': 'full/cbce2476dcf8dd4bea9449018914292724c83060.jpg', 'checksum': 'a2123048863f691310d3ced091ee02fe'}]",2700.0,Salt,38000.0,"(195, 167, 159)","[(195, 166, 158), (17, 13, 14), (113, 84, 81), (146, 140, 141), (118, 124, 132), (164, 84, 88)]","['action', 'thriller', 'mystery']",2010,USA,Phillip Noyce
720,23321,['https://a.ltrbxd.com/resized/film-poster/2/3/3/2/1/23321-due-date-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/3/3/2/1/23321-due-date-0-150-0-225-crop.jpg', 'path': 'full/d0686eb25461c99761fc0b624705a39d38d5606b.jpg', 'checksum': '5588df5fbb7349e08f9e36a13c80d7ee'}]",2900.0,Due Date,37000.0,"(196, 206, 199)","[(197, 209, 203), (33, 27, 26), (94, 71, 63), (119, 99, 83), (118, 140, 139), (156, 131, 114)]","['drama', 'comedy']",2010,USA,Todd Phillips
721,25454,['https://a.ltrbxd.com/resized/film-poster/2/5/4/5/4/25454-somewhere-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/5/4/5/4/25454-somewhere-0-150-0-225-crop.jpg', 'path': 'full/cbc3c5641d4c300c57b9a6b0578cea0fc1d2f15c.jpg', 'checksum': '70de44c27874ca69b8d47983214b262f'}]",2500.0,Somewhere,16000.0,"(52, 64, 41)","[(203, 190, 186), (46, 56, 35), (152, 185, 206), (126, 160, 176), (136, 138, 102), (97, 125, 92)]","['drama', 'comedy']",2010,USA,Sofia Coppola
722,37274,['https://a.ltrbxd.com/resized/sm/upload/aw/s9/0l/7z/vaECukaqRtChaScWwJr4viflw0W-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/aw/s9/0l/7z/vaECukaqRtChaScWwJr4viflw0W-0-150-0-225-crop.jpg', 'path': 'full/944c56eb674e6d5f4c7042c1acc5ab1f72fa8b58.jpg', 'checksum': '4b0119b655d270a8f2fc67fe29c8e97b'}]",3600.0,Machete,30000.0,"(209, 135, 108)","[(35, 19, 13), (213, 167, 129), (129, 79, 54), (196, 26, 30), (154, 145, 130), (144, 132, 132)]","['comedy', 'thriller', 'action']",2010,USA,Robert Rodriguez
723,37565,['https://a.ltrbxd.com/resized/film-poster/3/7/5/6/5/37565-hot-tub-time-machine-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/7/5/6/5/37565-hot-tub-time-machine-0-150-0-225-crop.jpg', 'path': 'full/254622d35d58615650bc4e41f02d9edae53a826c.jpg', 'checksum': 'a40b1da2d7ced551bc6558de9e2f607f'}]",3100.0,Hot Tub Time Machine,33000.0,"(233, 166, 90)","[(231, 152, 75), (36, 44, 57), (242, 237, 228), (190, 37, 25), (249, 225, 135), (58, 186, 76)]","['science fiction', 'adventure', 'comedy']",2010,USA,Steve Pink
724,21801,['https://a.ltrbxd.com/resized/film-poster/2/1/8/0/1/21801-love-other-drugs-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/1/8/0/1/21801-love-other-drugs-0-150-0-225-crop.jpg', 'path': 'full/9ab186396c879a6696d18cce08b2808cd45bc019.jpg', 'checksum': '29afb19759c5af6af2cf564fe51af4f0'}]",3200.0,Love & Other Drugs,30000.0,"(37, 16, 14)","[(200, 158, 136), (39, 15, 14), (143, 158, 171), (124, 95, 87), (93, 82, 79), (121, 126, 145)]","['romance', 'comedy', 'drama']",2010,USA,Edward Zwick
726,47057,['https://a.ltrbxd.com/resized/sm/upload/13/2j/wg/nq/pop-sot-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/13/2j/wg/nq/pop-sot-0-150-0-225-crop.jpg', 'path': 'full/bd0156718030bb11ab8b5012dcc34678e6740602.jpg', 'checksum': 'd473893f6da2775c26dbdc1331748fac'}]",2200.0,Prince of Persia: The Sands of Time,35000.0,"(115, 75, 57)","[(111, 71, 53), (221, 170, 119), (17, 12, 14), (177, 172, 168), (160, 132, 109), (154, 152, 156)]","['adventure', 'action', 'fantasy', 'romance']",2010,USA,Mike Newell
728,37088,['https://a.ltrbxd.com/resized/film-poster/3/7/0/8/8/37088-the-twilight-saga-eclipse-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/7/0/8/8/37088-the-twilight-saga-eclipse-0-150-0-225-crop.jpg', 'path': 'full/fad352f2dc673bc4f6ea724987d420f54ad963ad.jpg', 'checksum': '7644bb076835d788a1aa3ee590611dc1'}]",1700.0,The Twilight Saga: Eclipse,39000.0,"(23, 29, 35)","[(22, 30, 36), (199, 173, 159), (106, 101, 99), (129, 152, 152), (179, 46, 49), (121, 140, 149)]","['romance', 'adventure', 'drama', 'fantasy']",2010,USA,David Slade
730,70756,['https://a.ltrbxd.com/resized/sm/upload/5l/36/3d/jm/euOI0iOczBCEQgPhToZcvQ2eIj7-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/5l/36/3d/jm/euOI0iOczBCEQgPhToZcvQ2eIj7-0-150-0-225-crop.jpg', 'path': 'full/05bde196e9eb1450e79c806d32154ec05f0678f2.jpg', 'checksum': 'bd5ac7fc2649bae9b4a465026080d18d'}]",2500.0,Robot & Frank,12000.0,"(228, 199, 63)","[(234, 203, 54), (80, 68, 56), (224, 220, 205), (151, 121, 85), (186, 168, 128), (126, 86, 55)]","['comedy', 'drama', 'crime', 'science fiction']",2012,USA,Jake Schreier
731,46459,['https://a.ltrbxd.com/resized/sm/upload/el/uo/sb/5o/enqVwbUu6OX5LHq0fuk7sLT35zy-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/el/uo/sb/5o/enqVwbUu6OX5LHq0fuk7sLT35zy-0-150-0-225-crop.jpg', 'path': 'full/dbd7af72afec131d2e1ab0469feb8bc3718bd4ec.jpg', 'checksum': '5d17db6fb9144725534a263cd7bb181b'}]",1900.0,Shrek Forever After,40000.0,"(52, 48, 34)","[(212, 167, 121), (44, 36, 26), (134, 183, 185), (60, 125, 177), (145, 114, 76), (101, 117, 78)]","['comedy', 'family', 'animation', 'fantasy', 'adventure']",2010,USA,Mike Mitchell
733,66563,['https://a.ltrbxd.com/resized/film-poster/6/6/5/6/3/66563-ender-s-game-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/6/6/5/6/3/66563-ender-s-game-0-150-0-225-crop.jpg', 'path': 'full/53227e8f855a908afbd0f8c637bdcb765f2f925f.jpg', 'checksum': '5bb6256abdbeebd90dce744cbe777fe3'}]",3500.0,Ender's Game,34000.0,"(208, 191, 157)","[(24, 23, 24), (208, 193, 163), (131, 153, 169), (113, 87, 63), (102, 124, 148), (161, 81, 24)]","['adventure', 'action', 'science fiction']",2013,USA,Gavin Hood
737,60027,['https://a.ltrbxd.com/resized/film-poster/6/0/0/2/7/60027-the-lorax-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/6/0/0/2/7/60027-the-lorax-0-150-0-225-crop.jpg', 'path': 'full/5f4453c1c5c5c158e82e22377ab55c6219721e88.jpg', 'checksum': 'aaac0b4d31840848ad3157d4b0cbd963'}]",1900.0,The Lorax,23000.0,"(242, 127, 11)","[(244, 128, 10), (247, 225, 138), (167, 86, 17), (52, 58, 52), (193, 172, 143), (144, 46, 4)]","['family', 'animation']",2012,USA,Chris Renaud
738,330366,['https://a.ltrbxd.com/resized/sm/upload/jg/tm/ro/qh/2TDroy5YKKCthnXnAERjjGnusKw-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/jg/tm/ro/qh/2TDroy5YKKCthnXnAERjjGnusKw-0-150-0-225-crop.jpg', 'path': 'full/a376e1d70a57bad6fe920dc35af2c74ac2909327.jpg', 'checksum': 'e6cf10669ca17c8def79b771575f294e'}]",2200.0,Stronger,10000.0,"(35, 37, 50)","[(232, 226, 224), (34, 36, 49), (125, 103, 91), (146, 144, 151), (140, 120, 103), (104, 124, 168)]",['drama'],2017,USA,David Gordon Green
741,38772,['https://a.ltrbxd.com/resized/film-poster/3/8/7/7/2/38772-funny-people-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/8/7/7/2/38772-funny-people-0-150-0-225-crop.jpg', 'path': 'full/74348ae7672369e807090b346a4694b3219d94d2.jpg', 'checksum': 'e615111eb255477fabec3b660b6af376'}]",1900.0,Funny People,21000.0,"(22, 44, 74)","[(28, 47, 74), (239, 218, 213), (170, 48, 39), (172, 177, 186), (201, 69, 68), (121, 130, 166)]","['comedy', 'drama']",2009,USA,Judd Apatow
743,66756,['https://a.ltrbxd.com/resized/sm/upload/ra/ee/np/jf/5aNEbL2EpKk47V3wDXVenLx2ksS-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/ra/ee/np/jf/5aNEbL2EpKk47V3wDXVenLx2ksS-0-150-0-225-crop.jpg', 'path': 'full/ebe0b274304f2d27216ba1bb2d9a09fac21953c9.jpg', 'checksum': '7b4cb2789b12fad305adb6d31301cab4'}]",1800.0,Madagascar 3: Europe's Most Wanted,23000.0,"(23, 121, 174)","[(192, 196, 172), (20, 126, 184), (96, 201, 233), (74, 44, 31), (44, 84, 101), (41, 52, 92)]","['animation', 'family']",2012,USA,Eric Darnell
744,76726,['https://a.ltrbxd.com/resized/film-poster/7/6/7/2/6/76726-much-ado-about-nothing-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/7/6/7/2/6/76726-much-ado-about-nothing-0-150-0-225-crop.jpg', 'path': 'full/eb220fda5702d815db15091d2e5eaf533d8fffe4.jpg', 'checksum': '8f94ac7505c6212464649cb1f560f7a1'}]",2200.0,Much Ado About Nothing,9600.0,"(215, 91, 148)","[(18, 19, 20), (216, 78, 141), (213, 210, 207), (103, 73, 86), (132, 140, 136), (132, 132, 132)]",['comedy'],2012,USA,Joss Whedon
745,96760,['https://a.ltrbxd.com/resized/sm/upload/fj/e7/jc/pf/t1UAqk1Yej8rfxEUqNLFyKkcny1-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/fj/e7/jc/pf/t1UAqk1Yej8rfxEUqNLFyKkcny1-0-150-0-225-crop.jpg', 'path': 'full/eb62d50898ec0bfcb6b0add5d6bb35a14cdc3034.jpg', 'checksum': '7c8d19819131d7ec2aa98f13fb090932'}]",3100.0,"Batman: The Dark Knight Returns, Part 1",14000.0,"(15, 26, 38)","[(199, 227, 239), (15, 27, 39), (124, 170, 207), (59, 90, 121), (87, 128, 169), (88, 82, 82)]","['animation', 'action']",2012,USA,Jay Oliva
746,70653,['https://a.ltrbxd.com/resized/sm/upload/yn/9f/5l/k6/va12OmPLzSyBHDMNaC7yQtyawdm-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/yn/9f/5l/k6/va12OmPLzSyBHDMNaC7yQtyawdm-0-150-0-225-crop.jpg', 'path': 'full/af7df815e4434ddffd3c5b1dbb1e1f1078bbc2ce.jpg', 'checksum': 'ff12791d2fa487807942c8333c41a2af'}]",1400.0,Compliance,11000.0,"(124, 104, 64)","[(127, 109, 68), (27, 14, 5), (205, 181, 133), (65, 38, 10), (180, 172, 148), (172, 164, 156)]","['crime', 'drama', 'thriller']",2012,USA,Craig Zobel
748,66497,['https://a.ltrbxd.com/resized/film-poster/6/6/4/9/7/66497-the-watch-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/6/6/4/9/7/66497-the-watch-0-150-0-225-crop.jpg', 'path': 'full/c289fe1ad875511bcfffdc103a36e957c3bc6675.jpg', 'checksum': '067a9fd2361fdf942fd0d4ac968dea25'}]",1200.0,The Watch,19000.0,"(235, 229, 225)","[(236, 231, 227), (17, 32, 63), (130, 104, 89), (139, 158, 178), (49, 110, 173), (172, 124, 116)]","['action', 'horror']",2012,USA,Akiva Schaffer
750,89566,['https://a.ltrbxd.com/resized/sm/upload/8b/1l/wd/xs/wxrH3NZ4wTtHVzbquknLRRQMFWW-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/8b/1l/wd/xs/wxrH3NZ4wTtHVzbquknLRRQMFWW-0-150-0-225-crop.jpg', 'path': 'full/3ebc0521295487ccfa69b946c39a58cd95f5b44a.jpg', 'checksum': '355a07833d8d9b5c1061b0c41b142750'}]",2800.0,Stuck in Love,14000.0,"(226, 220, 194)","[(43, 64, 86), (228, 226, 202), (129, 168, 156), (131, 80, 77), (150, 127, 86), (198, 161, 123)]","['drama', 'comedy']",2012,USA,Josh Boone
751,68938,['https://a.ltrbxd.com/resized/film-poster/6/8/9/3/8/68938-savages-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/6/8/9/3/8/68938-savages-0-150-0-225-crop.jpg', 'path': 'full/2f1f1b952363571602c77fba4f48d53a73999d11.jpg', 'checksum': '7c8865b7b09492c7ac17322d9a2f2fcb'}]",1300.0,Savages,14000.0,"(203, 184, 169)","[(209, 196, 192), (44, 44, 61), (99, 41, 41), (146, 88, 103), (161, 119, 44), (191, 148, 96)]","['drama', 'crime', 'thriller']",2012,USA,Oliver Stone
752,70657,['https://a.ltrbxd.com/resized/sm/upload/13/1l/9d/bv/7vg9jmjCbVy65n2Jdptg2MRl1FZ-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/13/1l/9d/bv/7vg9jmjCbVy65n2Jdptg2MRl1FZ-0-150-0-225-crop.jpg', 'path': 'full/41eeb1444506bd6eb30c3c8d6e5f154346dc2dcf.jpg', 'checksum': 'aee9be506b0a82084974ca13f6481230'}]",1800.0,Celeste & Jesse Forever,11000.0,"(165, 139, 114)","[(146, 127, 106), (33, 28, 26), (239, 239, 237), (224, 176, 140), (89, 60, 36), (126, 93, 35)]","['drama', 'comedy', 'romance']",2012,USA,Lee Toland Krieger
753,8395,['https://a.ltrbxd.com/resized/sm/upload/qn/x7/lb/ka/u30xsZd3mijrdBKA6CeDsozx48g-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/qn/x7/lb/ka/u30xsZd3mijrdBKA6CeDsozx48g-0-150-0-225-crop.jpg', 'path': 'full/cd3de8377d580b4d2e77d19ea56a5905c56d40b0.jpg', 'checksum': 'd1c2347a5df58963aa070a15c6aea506'}]",1300.0,Ice Age: Continental Drift,24000.0,"(49, 119, 161)","[(53, 127, 172), (203, 198, 188), (143, 197, 224), (83, 50, 34), (34, 77, 104), (34, 52, 84)]","['animation', 'comedy', 'family', 'adventure']",2012,USA,Steve Martino
755,57275,['https://a.ltrbxd.com/resized/sm/upload/yx/dc/rw/wx/202Je4e793JH11Ce4JoAwuzCRZ0-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/yx/dc/rw/wx/202Je4e793JH11Ce4JoAwuzCRZ0-0-150-0-225-crop.jpg', 'path': 'full/5901bf182925c2664d31b56ffe44887974237878.jpg', 'checksum': '9bc1010c3ee8ae89ae1b951633f16efc'}]",1400.0,The Five-Year Engagement,16000.0,"(23, 21, 23)","[(223, 204, 194), (26, 23, 25), (168, 59, 94), (175, 119, 87), (135, 126, 121), (92, 92, 88)]","['comedy', 'romance']",2012,USA,Nicholas Stoller
757,69162,['https://a.ltrbxd.com/resized/sm/upload/0t/ar/x7/zw/8keIzofLkbcOsyP4OEPftkyzJIM-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/0t/ar/x7/zw/8keIzofLkbcOsyP4OEPftkyzJIM-0-150-0-225-crop.jpg', 'path': 'full/173a9dd3cb06da673f40b37a172e3b221961f1d9.jpg', 'checksum': 'addb3c2e99424731d443a2c76b3e1fe6'}]",2700.0,Gangster Squad,30000.0,"(188, 160, 152)","[(192, 173, 164), (11, 11, 15), (89, 70, 66), (110, 142, 151), (157, 33, 44), (100, 122, 137)]","['drama', 'crime', 'thriller', 'action']",2013,USA,Ruben Fleischer
758,117687,['https://a.ltrbxd.com/resized/film-poster/1/1/7/6/8/7/117687-oculus-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/1/7/6/8/7/117687-oculus-0-150-0-225-crop.jpg', 'path': 'full/3d35f8480a6f76c37418b475105feeb78c58913a.jpg', 'checksum': 'c58c1891ee8b32922b999c326c9e8f07'}]",3800.0,Oculus,25000.0,"(27, 23, 20)","[(27, 24, 20), (185, 171, 160), (113, 101, 91), (138, 140, 134), (133, 132, 132), (80, 84, 79)]",['horror'],2013,USA,Mike Flanagan
759,87953,['https://a.ltrbxd.com/resized/film-poster/8/7/9/5/3/87953-the-hangover-part-iii-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/8/7/9/5/3/87953-the-hangover-part-iii-0-150-0-225-crop.jpg', 'path': 'full/5088a77324aef26dce43b3bb9441a36c91b8edf1.jpg', 'checksum': '0be6db59327b0bac01095d35b79c8cae'}]",2600.0,The Hangover Part III,43000.0,"(23, 16, 14)","[(202, 174, 136), (12, 8, 8), (101, 70, 56), (124, 135, 126), (144, 72, 49), (114, 124, 124)]",['comedy'],2013,USA,Todd Phillips
760,103255,['https://a.ltrbxd.com/resized/sm/upload/2u/pi/5y/v0/h5YXR3xYXeV66DnQtiGrdN29ExR-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/2u/pi/5y/v0/h5YXR3xYXeV66DnQtiGrdN29ExR-0-150-0-225-crop.jpg', 'path': 'full/5bb4a81192d56d0fec436afc7594be1f468cbc10.jpg', 'checksum': 'b734d4daf96b26afdacbdb6b0faca653'}]",2100.0,Carrie,33000.0,"(10, 4, 4)","[(183, 84, 73), (10, 4, 4), (92, 16, 15), (118, 108, 110), (124, 100, 100), (60, 60, 68)]","['drama', 'horror']",2013,USA,Kimberly Peirce
761,117262,['https://a.ltrbxd.com/resized/sm/upload/s8/sg/5y/k0/jgNBzAWy6BNXhkwxKqdCJwClo69-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/s8/sg/5y/k0/jgNBzAWy6BNXhkwxKqdCJwClo69-0-150-0-225-crop.jpg', 'path': 'full/152f02d99cd4df862ea2c5d17eaa013e8b1e2113.jpg', 'checksum': '6d1c3352f7feaab723895bccb0374662'}]",4900.0,The Kings of Summer,21000.0,"(21, 44, 30)","[(21, 45, 30), (188, 176, 150), (89, 118, 81), (124, 161, 111), (129, 145, 148), (76, 88, 96)]","['drama', 'comedy']",2013,USA,Jordan Vogt-Roberts
763,8946,['https://a.ltrbxd.com/resized/film-poster/8/9/4/6/8946-the-lone-ranger-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/8/9/4/6/8946-the-lone-ranger-0-150-0-225-crop.jpg', 'path': 'full/cf403a380c4e12ebc9238c8780a54b8a9979e9d5.jpg', 'checksum': 'f1aa75fae4185dc8f76a4972aeb6eb68'}]",2700.0,The Lone Ranger,33000.0,"(40, 28, 32)","[(41, 29, 33), (211, 187, 169), (130, 90, 82), (194, 55, 66), (154, 150, 140), (156, 140, 148)]","['adventure', 'action', 'western']",2013,USA,Gore Verbinski
765,114655,['https://a.ltrbxd.com/resized/sm/upload/zr/zp/84/jp/9hdfc5MA50LUBwGXwHyO4BoFi57-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/zr/zp/84/jp/9hdfc5MA50LUBwGXwHyO4BoFi57-0-150-0-225-crop.jpg', 'path': 'full/1925c52b2e63543173ae04fa33d87e362fbc63d4.jpg', 'checksum': '1c67d00eb69c9e8ccb7a7f66f212655d'}]",3600.0,All Is Lost,18000.0,"(42, 54, 65)","[(206, 188, 185), (36, 46, 56), (126, 107, 109), (87, 114, 127), (150, 170, 178), (130, 151, 166)]","['drama', 'adventure', 'action']",2013,USA,J.C. Chandor
771,117576,['https://a.ltrbxd.com/resized/sm/upload/dj/4z/u4/3d/j9437B8S3UzDG80WFJRpzIvhPo9-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/dj/4z/u4/3d/j9437B8S3UzDG80WFJRpzIvhPo9-0-150-0-225-crop.jpg', 'path': 'full/fa66ec1b86452a2b69e09f3e55940ce6d943a618.jpg', 'checksum': 'b6f71e2bdb74cc99f1a34d875e5c6c31'}]",3800.0,Kill Your Darlings,18000.0,"(20, 15, 8)","[(215, 162, 29), (22, 17, 8), (91, 66, 16), (124, 95, 23), (217, 208, 198), (68, 76, 52)]","['thriller', 'drama', 'romance']",2013,USA,John Krokidas
772,37605,['https://a.ltrbxd.com/resized/sm/upload/wb/op/vw/l6/esOAiQi9jLb9JyLIyLt2JuVd8fa-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/wb/op/vw/l6/esOAiQi9jLb9JyLIyLt2JuVd8fa-0-150-0-225-crop.jpg', 'path': 'full/926d45323ebc8ddbab511139dcced60690c3b223.jpg', 'checksum': '17d03902999abebbecdd00862548273a'}]",1900.0,Invictus,20000.0,"(222, 204, 188)","[(222, 207, 192), (25, 28, 23), (130, 160, 123), (117, 99, 80), (168, 96, 64), (129, 134, 149)]","['history', 'drama']",2009,USA,Clint Eastwood
773,37688,['https://a.ltrbxd.com/resized/sm/upload/or/48/a8/mq/p7zwLp8gCKyrNLCHP3RhmN5izHo-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/or/48/a8/mq/p7zwLp8gCKyrNLCHP3RhmN5izHo-0-150-0-225-crop.jpg', 'path': 'full/878cf677d1cbb51e3ab70499431d134ae1d031cf.jpg', 'checksum': '9a9ab74aea49d04d2291c64e4d6f84d4'}]",2400.0,Law Abiding Citizen,20000.0,"(34, 44, 47)","[(29, 38, 41), (182, 191, 186), (115, 128, 126), (142, 160, 157), (85, 105, 107), (132, 147, 156)]","['thriller', 'drama', 'crime']",2009,USA,F. Gary Gray
774,42994,['https://a.ltrbxd.com/resized/film-poster/4/2/9/9/4/42994-paul-blart-mall-cop-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/2/9/9/4/42994-paul-blart-mall-cop-0-150-0-225-crop.jpg', 'path': 'full/f6e1d5c1088188bc9530c2262a151a4292696f2c.jpg', 'checksum': '6863b2051a870202960a75b0f3df2879'}]",1000.0,Paul Blart: Mall Cop,24000.0,"(17, 31, 67)","[(226, 214, 204), (17, 29, 64), (100, 79, 79), (187, 129, 60), (111, 116, 133), (36, 108, 148)]","['action', 'adventure', 'comedy', 'family']",2009,USA,Steve Carr
777,44048,['https://a.ltrbxd.com/resized/sm/upload/mk/ge/xo/oe/ewNYItHBmxHj3IEDhj1VnnLoTmb-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/mk/ge/xo/oe/ewNYItHBmxHj3IEDhj1VnnLoTmb-0-150-0-225-crop.jpg', 'path': 'full/bb1b462d2bb8bf1e0569d2b55aa5fba6ee006a9a.jpg', 'checksum': 'c4c5d545e26045b670ab7ed75a8302b3'}]",1200.0,Friday the 13th,16000.0,"(12, 22, 24)","[(12, 20, 21), (137, 170, 177), (64, 98, 105), (64, 123, 143), (28, 71, 81), (142, 48, 70)]",['horror'],2009,USA,Marcus Nispel
778,45410,['https://a.ltrbxd.com/resized/film-poster/4/5/4/1/0/45410-the-informant--0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/5/4/1/0/45410-the-informant--0-150-0-225-crop.jpg', 'path': 'full/b9d24776018ff69b4d6eb64c34f4b76e31ed269e.jpg', 'checksum': 'b70b9c7857dd82be450e654646009b64'}]",1800.0,The Informant!,15000.0,"(241, 145, 61)","[(241, 143, 57), (56, 32, 17), (251, 224, 106), (250, 240, 199), (177, 57, 31), (238, 181, 127)]","['crime', 'drama', 'comedy']",2009,USA,Steven Soderbergh
782,40313,['https://a.ltrbxd.com/resized/film-poster/4/0/3/1/3/40313-the-taking-of-pelham-123-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/0/3/1/3/40313-the-taking-of-pelham-123-0-150-0-225-crop.jpg', 'path': 'full/e6176183fc8718227705940ca83fe4112e5a9923.jpg', 'checksum': '26553345cb0c4303e3cae14eec701647'}]",1300.0,The Taking of Pelham 1 2 3,19000.0,"(28, 15, 17)","[(222, 182, 130), (17, 11, 14), (65, 167, 187), (33, 76, 176), (185, 50, 32), (109, 44, 34)]","['thriller', 'crime', 'drama']",2009,USA,Tony Scott
